id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
FOODS_1_001_CA_2_validation,1.0539450409477547,0.9996375587125164,0.9547766480093358,0.9561842664852187,1.14357262487271,1.8082504858590043,1.8745031689442082,0.9660945122136737,1.1563673751873829,1.0833244443886478,0.9271831314409111,1.1833930794875729,1.657489845865611,1.906417938785324,0.9594400032667963,1.0071701127097858,1.0274412155078656,1.0897472282800584,1.2024911941185588,1.4480830454845783,2.181899730410201,1.0216846000232125,1.1001012225656315,1.0989891252547577,1.2861784780074537,1.2609075077395586,1.6908542805434617,1.6678825422876058
FOODS_1_002_CA_2_validation,0.6916010936897415,0.7235485852779926,0.6422691758815747,0.6039213692424428,0.8317476051799553,1.1134927838965043,0.47742073899285054,0.7541160734383545,0.6976730030346725,0.6672260072223568,0.4253936243652975,0.7939097989070792,1.0481647196496904,0.5331951194427808,0.5997301032437948,0.6580166125143344,0.5878482123242741,0.5779192607454181,0.7163504103482474,0.9904730585718351,0.9653353195969949,0.6433459514419915,0.6108351016671946,0.6220672318056248,0.5879571768474134,0.692556286349377,0.9053809392272679,0.8781567633534705
FOODS_1_003_CA_2_validation,0.9733362454274133,0.9176545078882308,0.9707596747201768,1.0113643013531872,1.135057955678836,1.1821862955492384,1.8462706439568493,0.9316955674880301,0.864487867373557,1.0148847399555676,4.084716397737315,1.0816421108768077,1.5464415814360084,2.03062857417052,1.0843162461928477,0.9856235819298305,0.9948933983547293,0.9886252198141783,1.2436647382985986,1.6771318895526683,1.9281022781733697,1.2020992121633354,1.1659591444342219,1.1077283735708097,0.9721328674531483,1.0903789088638687,1.479923609625828,1.7517938068452428
FOODS_1_004_CA_2_validation,0.029146292926601022,0.02979838839553329,0.03088373532945076,0.032868461410583694,0.03267331745815115,0.0070582556875158926,0.009322941306479551,0.20361679957683532,0.2200233212879144,0.19168513641792528,0.07589498969324032,0.2767015464393643,0.2594425221770881,0.17607012374309589,0.17407000764082778,0.1707557182773644,0.198622996838914,0.22740189177139014,0.24946458429759294,0.24959493342161815,0.23930217450126592,0.18049248203280419,0.1864409997518061,0.1891370120594823,0.19888971746804768,0.21006036595568206,0.22281706069338114,0.26434112693576617
FOODS_1_005_CA_2_validation,3.17638826989134,3.449240060403697,3.7843267827152287,3.0518827288382337,4.104998069925801,3.809979978443524,2.652842441825089,2.92953561500203,3.075609876562034,3.192702898084013,6.45240742073516,4.157288989735532,5.353639969258346,3.315513922296504,3.8364432409533054,4.0296480631641405,4.321286243187475,4.633478571491173,4.615130015306504,4.4826869411961905,4.109507317903486,3.295753653797738,3.283159321401917,3.528337382175069,3.814102761646812,4.7003050234694985,4.5882292665203,5.372168382998993
FOODS_1_006_CA_2_validation,0.9659942966005607,1.03574289745521,1.0349125156338346,1.1745857579685344,1.1393902762990957,1.9869665088495185,3.27907175510706,0.901833177743783,0.9344619372123972,0.815847533235716,0.7236202740827083,0.9321143301743829,1.2059353502399195,0.7488645987486897,0.9679495677171055,1.013635028463511,1.035805116082311,0.9931358362854656,1.0761154112974562,1.2766508060597226,1.3687889222856802,0.8534049527289307,0.9103386820637405,0.922544857143867,0.9720381775540824,1.0592657860556844,1.3047503171984114,1.3577797506673575
FOODS_1_008_CA_2_validation,0.25125695575929297,0.2873459204490989,0.2713174183674162,0.23111304140221817,0.2612631704223776,0.19373703675519308,0.14565020826780792,0.18786233730868102,0.20875202737668377,0.23117799840501413,0.11614415384690015,0.2989221400807926,0.4385346173594322,0.12919235307257754,0.25743650279328395,0.2326000105866116,0.2586928636368655,0.2474007030674139,0.3394151562337874,0.34459661222264215,0.33318030013472477,0.2389669698496648,0.24629484389149314,0.24740286946960538,0.2366870896229314,0.30986181525035,0.3201419383734264,0.2806813768528418
FOODS_1_009_CA_2_validation,0.07971587155846613,0.07437476055620751,0.08169893958978475,0.0975509866797667,0.09485594112009747,0.050588723758414854,0.019042393621024608,0.8756522115677566,1.0080794948917282,0.9427959515111641,1.0952497718724312,1.1527184331671572,1.0700349269038383,0.5242570684323546,0.986152231637048,1.3562217361636937,1.5042727914792293,0.8759305033476309,0.8631057952546748,0.9967531240794465,1.0255635949485384,0.7538070884134844,0.7099186280989584,0.6771429490705382,0.7064516223278374,0.6997354159136722,0.965202377584877,1.0656710552481183
FOODS_1_010_CA_2_validation,0.328555128415806,0.3650894656556298,0.33757061729059684,0.2744429186339256,0.3051216812255282,0.10636906897978056,0.12232088388333708,0.29822623409903243,0.35303813078527035,0.3553150883652759,0.1096342316310538,0.4029259375306168,0.46140690345333835,0.20226665554803014,0.36867173709994555,0.38788644164691577,0.41532364473497074,0.40091954894553916,0.35633381831262056,0.4842623146196899,0.4561638402354884,0.358850464053367,0.38833571645893894,0.3825853430873788,0.37097727552795867,0.3847703085356215,0.5037969737479112,0.463759673278211
FOODS_1_011_CA_2_validation,2.1562475864531434,2.308564168306636,2.558566674908387,2.6664853614884434,3.2915511084005695,3.7763230195806434,5.280901556871051,2.1880273408161166,2.1042013818956646,2.589637272243738,1.0386734541769305,2.9947532639231387,3.095086177479306,2.0493266269509696,1.9910325138304756,2.350036019724472,2.575877306183228,2.335522122828485,2.7316641175873455,2.882332724335562,2.9562195263152358,2.364277329081271,2.3883748659131676,2.692871375452181,2.6070747415974402,3.0629239339252434,3.2400023477712225,2.94852006053954
