ds,y
2012-01-18,1641.0
2012-01-19,1470.0
2012-01-20,1610.0
2012-01-21,2231.0
2012-01-22,1821.0
2012-01-23,1604.0
2012-01-24,1534.0
2012-01-25,1573.0
2012-01-26,1466.0
2012-01-27,1652.0
2012-01-28,1999.0
2012-01-29,2086.0
2012-01-30,1702.0
2012-01-31,1535.0
2012-02-01,1661.0
2012-02-02,1866.0
2012-02-03,1889.0
2012-02-04,2318.0
2012-02-05,1995.0
2012-02-06,1733.0
2012-02-07,1610.0
2012-02-08,1671.0
2012-02-09,1632.0
2012-02-10,1889.0
2012-02-11,2198.0
2012-02-12,2179.0
2012-02-13,1771.0
2012-02-14,1367.0
2012-02-15,1378.0
2012-02-16,1401.0
2012-02-17,1592.0
2012-02-18,1895.0
2012-02-19,1865.0
2012-02-20,1692.0
2012-02-21,1514.0
2012-02-22,1314.0
2012-02-23,1457.0
2012-02-24,1605.0
2012-02-25,1802.0
2012-02-26,1823.0
2012-02-27,1566.0
2012-02-28,1463.0
2012-02-29,1491.0
2012-03-01,1512.0
2012-03-02,1688.0
2012-03-03,2001.0
2012-03-04,2203.0
2012-03-05,1590.0
2012-03-06,1668.0
2012-03-07,1757.0
2012-03-08,1543.0
2012-03-09,1788.0
2012-03-10,1940.0
2012-03-11,2359.0
2012-03-12,1515.0
2012-03-13,1457.0
2012-03-14,1346.0
2012-03-15,1500.0
2012-03-16,1752.0
2012-03-17,1983.0
2012-03-18,1785.0
2012-03-19,1608.0
2012-03-20,1432.0
2012-03-21,1537.0
2012-03-22,1416.0
2012-03-23,1611.0
2012-03-24,1850.0
2012-03-25,2256.0
2012-03-26,1685.0
2012-03-27,1480.0
2012-03-28,1669.0
2012-03-29,1397.0
2012-03-30,1720.0
2012-03-31,2374.0
2012-04-01,2180.0
2012-04-02,1816.0
2012-04-03,1721.0
2012-04-04,1767.0
2012-04-05,1762.0
2012-04-06,1989.0
2012-04-07,2585.0
2012-04-08,2037.0
2012-04-09,1840.0
2012-04-10,1519.0
2012-04-11,1580.0
2012-04-12,1387.0
2012-04-13,1675.0
2012-04-14,2078.0
