ds,y
2012-01-18,2508.0
2012-01-19,2521.0
2012-01-20,3305.0
2012-01-21,4103.0
2012-01-22,4129.0
2012-01-23,2923.0
2012-01-24,2578.0
2012-01-25,2423.0
2012-01-26,2578.0
2012-01-27,3021.0
2012-01-28,4087.0
2012-01-29,3849.0
2012-01-30,2958.0
2012-01-31,2582.0
2012-02-01,3432.0
2012-02-02,2677.0
2012-02-03,3746.0
2012-02-04,4709.0
2012-02-05,4910.0
2012-02-06,3266.0
2012-02-07,3232.0
2012-02-08,2899.0
2012-02-09,3066.0
2012-02-10,3091.0
2012-02-11,4814.0
2012-02-12,4596.0
2012-02-13,3896.0
2012-02-14,2921.0
2012-02-15,3117.0
2012-02-16,2778.0
2012-02-17,2716.0
2012-02-18,3965.0
2012-02-19,4574.0
2012-02-20,3081.0
2012-02-21,2783.0
2012-02-22,2592.0
2012-02-23,2713.0
2012-02-24,2849.0
2012-02-25,3798.0
2012-02-26,4328.0
2012-02-27,3143.0
2012-02-28,2716.0
2012-02-29,2810.0
2012-03-01,3350.0
2012-03-02,3315.0
2012-03-03,4466.0
2012-03-04,4099.0
2012-03-05,3893.0
2012-03-06,3318.0
2012-03-07,3147.0
2012-03-08,2867.0
2012-03-09,2980.0
2012-03-10,4018.0
2012-03-11,4179.0
2012-03-12,3611.0
2012-03-13,3742.0
2012-03-14,3293.0
2012-03-15,3684.0
2012-03-16,3499.0
2012-03-17,3740.0
2012-03-18,4204.0
2012-03-19,3115.0
2012-03-20,2595.0
2012-03-21,2886.0
2012-03-22,2805.0
2012-03-23,3498.0
2012-03-24,4371.0
2012-03-25,4373.0
2012-03-26,3221.0
2012-03-27,2933.0
2012-03-28,2657.0
2012-03-29,2659.0
2012-03-30,3436.0
2012-03-31,4414.0
2012-04-01,5145.0
2012-04-02,3251.0
2012-04-03,3500.0
2012-04-04,3112.0
2012-04-05,3366.0
2012-04-06,4478.0
2012-04-07,5322.0
2012-04-08,4488.0
2012-04-09,3665.0
2012-04-10,3620.0
2012-04-11,3517.0
2012-04-12,3224.0
2012-04-13,3854.0
2012-04-14,4626.0
2012-04-15,5032.0
2012-04-16,3097.0
2012-04-17,3108.0
2012-04-18,3071.0
2012-04-19,3092.0
2012-04-20,3188.0
2012-04-21,4367.0
2012-04-22,4346.0
2012-04-23,3090.0
2012-04-24,2772.0
2012-04-25,2743.0
2012-04-26,2937.0
2012-04-27,3519.0
2012-04-28,4239.0
2012-04-29,4733.0
2012-04-30,3205.0
2012-05-01,3370.0
2012-05-02,3121.0
2012-05-03,3924.0
2012-05-04,3642.0
2012-05-05,4744.0
2012-05-06,5248.0
2012-05-07,4208.0
2012-05-08,3247.0
2012-05-09,3690.0
2012-05-10,2981.0
2012-05-11,3524.0
2012-05-12,4685.0
2012-05-13,4492.0
2012-05-14,3829.0
2012-05-15,3824.0
2012-05-16,3197.0
