ds,y
2012-01-18,1880.0
2012-01-19,1795.0
2012-01-20,2192.0
2012-01-21,3680.0
2012-01-22,2470.0
2012-01-23,1891.0
2012-01-24,1926.0
2012-01-25,1792.0
2012-01-26,1907.0
2012-01-27,2225.0
2012-01-28,3477.0
2012-01-29,3208.0
2012-01-30,1896.0
2012-01-31,1878.0
2012-02-01,2077.0
2012-02-02,1912.0
2012-02-03,2408.0
2012-02-04,3514.0
2012-02-05,2833.0
2012-02-06,2015.0
2012-02-07,1936.0
2012-02-08,1925.0
2012-02-09,2187.0
2012-02-10,2366.0
2012-02-11,3514.0
2012-02-12,3344.0
2012-02-13,2167.0
2012-02-14,1677.0
2012-02-15,1732.0
2012-02-16,1731.0
2012-02-17,2169.0
2012-02-18,3230.0
2012-02-19,2924.0
2012-02-20,2314.0
2012-02-21,1741.0
2012-02-22,1896.0
2012-02-23,2030.0
2012-02-24,2502.0
2012-02-25,3111.0
2012-02-26,2896.0
2012-02-27,1883.0
2012-02-28,1659.0
2012-02-29,1921.0
2012-03-01,2178.0
2012-03-02,2611.0
2012-03-03,3383.0
2012-03-04,3244.0
2012-03-05,2014.0
2012-03-06,2052.0
2012-03-07,1953.0
2012-03-08,2037.0
2012-03-09,2568.0
2012-03-10,3395.0
2012-03-11,3398.0
2012-03-12,2080.0
2012-03-13,1704.0
2012-03-14,1670.0
2012-03-15,2007.0
2012-03-16,2040.0
2012-03-17,3742.0
2012-03-18,3158.0
2012-03-19,2223.0
2012-03-20,1964.0
2012-03-21,1776.0
2012-03-22,1854.0
2012-03-23,2652.0
2012-03-24,3012.0
2012-03-25,3052.0
2012-03-26,2042.0
2012-03-27,1817.0
2012-03-28,2179.0
2012-03-29,1987.0
2012-03-30,2417.0
2012-03-31,3282.0
2012-04-01,3327.0
2012-04-02,2265.0
2012-04-03,2356.0
2012-04-04,2102.0
2012-04-05,2148.0
2012-04-06,2572.0
2012-04-07,3822.0
2012-04-08,3105.0
2012-04-09,2263.0
2012-04-10,1865.0
2012-04-11,2204.0
2012-04-12,2160.0
2012-04-13,2411.0
2012-04-14,3362.0
2012-04-15,3222.0
2012-04-16,2090.0
2012-04-17,1785.0
2012-04-18,1969.0
2012-04-19,1958.0
2012-04-20,2406.0
2012-04-21,3499.0
2012-04-22,3173.0
2012-04-23,2145.0
2012-04-24,2072.0
2012-04-25,1903.0
2012-04-26,2014.0
2012-04-27,2747.0
2012-04-28,3211.0
2012-04-29,3177.0
2012-04-30,2219.0
2012-05-01,2314.0
2012-05-02,2227.0
2012-05-03,2220.0
2012-05-04,2791.0
2012-05-05,3264.0
2012-05-06,3619.0
2012-05-07,2358.0
2012-05-08,2264.0
2012-05-09,2126.0
2012-05-10,2133.0
2012-05-11,2645.0
2012-05-12,3238.0
2012-05-13,2824.0
2012-05-14,2034.0
2012-05-15,2185.0
2012-05-16,2099.0
2012-05-17,2055.0
2012-05-18,2591.0
2012-05-19,3710.0
2012-05-20,3348.0
2012-05-21,1862.0
2012-05-22,2132.0
2012-05-23,1998.0
2012-05-24,2037.0
2012-05-25,2524.0
2012-05-26,2990.0
2012-05-27,2839.0
2012-05-28,2897.0
2012-05-29,2103.0
2012-05-30,1895.0
2012-05-31,2343.0
2012-06-01,2876.0
2012-06-02,3617.0
2012-06-03,3363.0
2012-06-04,2291.0
2012-06-05,2166.0
2012-06-06,2088.0
2012-06-07,2076.0
2012-06-08,2774.0
2012-06-09,3187.0
2012-06-10,3439.0
2012-06-11,2618.0
2012-06-12,2488.0
2012-06-13,2353.0
2012-06-14,2328.0
2012-06-15,3171.0
2012-06-16,3557.0
2012-06-17,3206.0
2012-06-18,2630.0
2012-06-19,2324.0
2012-06-20,2323.0
2012-06-21,2368.0
2012-06-22,2908.0
2012-06-23,3312.0
2012-06-24,3205.0
2012-06-25,2314.0
2012-06-26,1989.0
2012-06-27,2089.0
2012-06-28,2212.0
2012-06-29,2887.0
2012-06-30,3413.0
2012-07-01,3298.0
2012-07-02,2399.0
2012-07-03,2480.0
2012-07-04,2369.0
2012-07-05,2388.0
2012-07-06,2806.0
2012-07-07,3168.0
2012-07-08,3104.0
2012-07-09,2265.0
2012-07-10,2523.0
2012-07-11,2198.0
2012-07-12,2364.0
2012-07-13,2827.0
2012-07-14,3430.0
2012-07-15,3232.0
2012-07-16,2375.0
2012-07-17,2292.0
2012-07-18,2258.0
2012-07-19,2567.0
2012-07-20,2776.0
2012-07-21,3426.0
2012-07-22,3333.0
2012-07-23,2451.0
2012-07-24,2466.0
2012-07-25,2299.0
2012-07-26,2261.0
2012-07-27,2606.0
2012-07-28,3177.0
2012-07-29,3166.0
2012-07-30,2087.0
2012-07-31,2343.0
2012-08-01,2378.0
2012-08-02,2484.0
2012-08-03,2700.0
2012-08-04,3470.0
2012-08-05,3319.0
2012-08-06,2634.0
2012-08-07,2242.0
2012-08-08,2302.0
2012-08-09,2370.0
2012-08-10,2900.0
2012-08-11,3732.0
2012-08-12,3544.0
2012-08-13,2454.0
2012-08-14,2415.0
2012-08-15,2530.0
2012-08-16,2589.0
2012-08-17,3012.0
2012-08-18,3609.0
2012-08-19,3807.0
2012-08-20,2581.0
2012-08-21,2502.0
2012-08-22,2471.0
2012-08-23,2345.0
2012-08-24,2910.0
2012-08-25,3576.0
2012-08-26,3303.0
2012-08-27,2251.0
2012-08-28,2000.0
2012-08-29,2253.0
2012-08-30,2165.0
2012-08-31,2974.0
2012-09-01,3558.0
2012-09-02,3450.0
2012-09-03,3425.0
2012-09-04,2051.0
2012-09-05,2094.0
2012-09-06,2350.0
2012-09-07,2561.0
2012-09-08,3684.0
2012-09-09,3730.0
2012-09-10,2353.0
2012-09-11,2545.0
2012-09-12,2193.0
2012-09-13,2366.0
2012-09-14,2684.0
2012-09-15,3985.0
2012-09-16,3678.0
2012-09-17,2239.0
2012-09-18,2200.0
2012-09-19,2087.0
2012-09-20,2306.0
2012-09-21,2720.0
2012-09-22,3913.0
2012-09-23,3319.0
2012-09-24,2229.0
2012-09-25,2140.0
2012-09-26,2030.0
2012-09-27,2247.0
2012-09-28,2936.0
2012-09-29,3719.0
2012-09-30,3409.0
2012-10-01,2304.0
2012-10-02,2377.0
2012-10-03,2306.0
2012-10-04,2226.0
2012-10-05,2633.0
2012-10-06,3448.0
2012-10-07,3153.0
2012-10-08,2457.0
2012-10-09,2097.0
2012-10-10,2259.0
2012-10-11,2110.0
2012-10-12,2580.0
2012-10-13,3696.0
2012-10-14,3635.0
2012-10-15,2156.0
2012-10-16,2009.0
2012-10-17,2045.0
2012-10-18,2019.0
2012-10-19,2492.0
2012-10-20,3599.0
2012-10-21,3416.0
2012-10-22,2196.0
2012-10-23,2091.0
2012-10-24,1945.0
2012-10-25,2176.0
2012-10-26,2516.0
2012-10-27,3379.0
