ds,y
2012-01-18,1532.0
2012-01-19,1525.0
2012-01-20,1809.0
2012-01-21,1904.0
2012-01-22,1784.0
2012-01-23,1384.0
2012-01-24,1451.0
2012-01-25,1416.0
2012-01-26,1621.0
2012-01-27,1735.0
2012-01-28,2127.0
2012-01-29,1598.0
2012-01-30,1582.0
2012-01-31,1499.0
2012-02-01,1915.0
2012-02-02,2065.0
2012-02-03,2225.0
2012-02-04,2248.0
2012-02-05,2189.0
2012-02-06,1909.0
2012-02-07,1579.0
2012-02-08,1795.0
2012-02-09,2199.0
2012-02-10,1847.0
2012-02-11,2082.0
2012-02-12,2346.0
2012-02-13,1739.0
2012-02-14,1575.0
2012-02-15,1697.0
2012-02-16,1445.0
2012-02-17,1661.0
2012-02-18,1837.0
2012-02-19,1610.0
2012-02-20,1411.0
2012-02-21,1415.0
2012-02-22,1462.0
2012-02-23,1474.0
2012-02-24,1473.0
2012-02-25,1865.0
2012-02-26,1750.0
2012-02-27,1463.0
2012-02-28,1398.0
2012-02-29,1533.0
2012-03-01,1816.0
2012-03-02,2122.0
2012-03-03,2299.0
2012-03-04,1813.0
2012-03-05,1897.0
2012-03-06,1923.0
2012-03-07,1302.0
2012-03-08,1635.0
2012-03-09,1613.0
2012-03-10,1739.0
2012-03-11,1593.0
2012-03-12,1488.0
2012-03-13,1312.0
2012-03-14,1391.0
2012-03-15,1900.0
2012-03-16,1489.0
2012-03-17,1593.0
2012-03-18,1689.0
2012-03-19,1508.0
2012-03-20,1213.0
2012-03-21,1404.0
2012-03-22,1187.0
2012-03-23,1310.0
2012-03-24,1865.0
2012-03-25,1614.0
2012-03-26,1254.0
2012-03-27,1350.0
2012-03-28,1282.0
2012-03-29,1330.0
2012-03-30,1717.0
2012-03-31,2184.0
2012-04-01,1667.0
2012-04-02,1775.0
2012-04-03,1914.0
2012-04-04,1588.0
2012-04-05,1619.0
2012-04-06,1931.0
2012-04-07,1860.0
2012-04-08,1311.0
2012-04-09,1696.0
2012-04-10,1587.0
2012-04-11,1555.0
2012-04-12,1533.0
2012-04-13,1550.0
2012-04-14,1726.0
2012-04-15,1544.0
2012-04-16,1445.0
2012-04-17,1235.0
2012-04-18,1158.0
2012-04-19,1112.0
2012-04-20,1407.0
2012-04-21,1539.0
2012-04-22,1376.0
