ds,y
2012-01-18,1577.0
2012-01-19,1378.0
2012-01-20,1307.0
2012-01-21,2423.0
2012-01-22,1767.0
2012-01-23,1231.0
2012-01-24,1447.0
2012-01-25,1285.0
2012-01-26,1386.0
2012-01-27,1614.0
2012-01-28,2178.0
2012-01-29,1587.0
2012-01-30,1384.0
2012-01-31,1376.0
2012-02-01,1576.0
2012-02-02,1336.0
2012-02-03,1958.0
2012-02-04,2577.0
2012-02-05,1823.0
2012-02-06,1353.0
2012-02-07,1377.0
2012-02-08,1363.0
2012-02-09,1529.0
2012-02-10,1463.0
2012-02-11,2296.0
2012-02-12,2007.0
2012-02-13,1385.0
2012-02-14,1295.0
2012-02-15,1482.0
2012-02-16,1487.0
2012-02-17,1600.0
2012-02-18,2229.0
2012-02-19,1934.0
2012-02-20,1295.0
2012-02-21,1358.0
2012-02-22,1474.0
2012-02-23,1430.0
2012-02-24,1449.0
2012-02-25,2534.0
2012-02-26,1986.0
2012-02-27,1464.0
2012-02-28,1333.0
2012-02-29,1415.0
2012-03-01,1635.0
2012-03-02,1580.0
2012-03-03,2258.0
2012-03-04,1883.0
2012-03-05,1446.0
2012-03-06,1407.0
2012-03-07,1340.0
2012-03-08,1475.0
2012-03-09,1691.0
2012-03-10,2065.0
2012-03-11,1731.0
2012-03-12,1376.0
2012-03-13,1511.0
2012-03-14,1259.0
2012-03-15,1536.0
2012-03-16,1734.0
2012-03-17,2282.0
2012-03-18,1800.0
2012-03-19,1350.0
2012-03-20,1424.0
2012-03-21,1640.0
2012-03-22,1561.0
2012-03-23,1648.0
2012-03-24,2316.0
2012-03-25,1789.0
2012-03-26,1109.0
2012-03-27,1440.0
2012-03-28,1400.0
2012-03-29,1388.0
2012-03-30,1741.0
2012-03-31,2460.0
2012-04-01,1814.0
2012-04-02,1417.0
2012-04-03,1466.0
2012-04-04,1394.0
2012-04-05,1484.0
2012-04-06,2049.0
2012-04-07,2587.0
2012-04-08,1335.0
2012-04-09,1429.0
2012-04-10,1445.0
2012-04-11,1419.0
2012-04-12,1554.0
2012-04-13,1895.0
2012-04-14,1985.0
2012-04-15,1769.0
2012-04-16,1291.0
2012-04-17,1343.0
2012-04-18,1163.0
2012-04-19,1071.0
2012-04-20,1664.0
2012-04-21,2186.0
2012-04-22,1817.0
2012-04-23,1401.0
2012-04-24,1409.0
2012-04-25,1281.0
2012-04-26,1472.0
2012-04-27,1777.0
2012-04-28,2415.0
2012-04-29,1852.0
2012-04-30,1478.0
2012-05-01,1544.0
2012-05-02,1524.0
2012-05-03,1789.0
2012-05-04,1989.0
2012-05-05,2169.0
2012-05-06,1716.0
2012-05-07,1299.0
2012-05-08,1414.0
2012-05-09,1351.0
2012-05-10,1405.0
2012-05-11,1713.0
2012-05-12,2165.0
2012-05-13,1630.0
2012-05-14,1333.0
2012-05-15,1486.0
2012-05-16,1613.0
2012-05-17,1569.0
2012-05-18,1662.0
2012-05-19,2190.0
2012-05-20,1922.0
2012-05-21,1543.0
2012-05-22,1684.0
2012-05-23,1508.0
2012-05-24,1612.0
2012-05-25,1962.0
2012-05-26,2216.0
2012-05-27,1723.0
2012-05-28,1515.0
2012-05-29,1430.0
2012-05-30,1400.0
2012-05-31,1731.0
2012-06-01,2213.0
2012-06-02,2210.0
2012-06-03,2001.0
2012-06-04,1434.0
2012-06-05,1632.0
2012-06-06,1526.0
2012-06-07,1582.0
2012-06-08,2225.0
2012-06-09,2212.0
2012-06-10,1852.0
2012-06-11,1646.0
2012-06-12,1749.0
2012-06-13,1633.0
2012-06-14,1615.0
2012-06-15,2363.0
2012-06-16,2514.0
2012-06-17,1726.0
2012-06-18,1741.0
2012-06-19,1897.0
2012-06-20,1897.0
2012-06-21,1699.0
2012-06-22,2221.0
2012-06-23,2071.0
2012-06-24,1781.0
2012-06-25,1442.0
2012-06-26,1601.0
2012-06-27,1744.0
2012-06-28,1610.0
2012-06-29,2061.0
2012-06-30,2377.0
2012-07-01,1886.0
2012-07-02,1671.0
2012-07-03,1888.0
2012-07-04,1586.0
2012-07-05,1807.0
2012-07-06,1880.0
2012-07-07,2022.0
2012-07-08,2104.0
2012-07-09,1603.0
2012-07-10,1717.0
2012-07-11,1547.0
2012-07-12,1479.0
2012-07-13,1863.0
2012-07-14,2299.0
2012-07-15,1722.0
2012-07-16,1474.0
2012-07-17,1476.0
2012-07-18,1593.0
2012-07-19,1469.0
2012-07-20,1945.0
2012-07-21,2178.0
2012-07-22,1691.0
2012-07-23,1301.0
2012-07-24,1442.0
2012-07-25,1443.0
2012-07-26,1355.0
2012-07-27,1694.0
2012-07-28,1841.0
2012-07-29,1597.0
2012-07-30,1502.0
2012-07-31,1545.0
2012-08-01,1626.0
2012-08-02,1499.0
2012-08-03,1768.0
2012-08-04,1833.0
2012-08-05,1603.0
2012-08-06,1344.0
2012-08-07,1378.0
2012-08-08,1196.0
2012-08-09,1359.0
2012-08-10,1597.0
2012-08-11,1671.0
2012-08-12,1470.0
2012-08-13,1252.0
2012-08-14,1434.0
2012-08-15,1426.0
2012-08-16,1625.0
2012-08-17,1754.0
2012-08-18,2016.0
2012-08-19,1773.0
2012-08-20,1232.0
2012-08-21,1463.0
2012-08-22,1350.0
2012-08-23,1432.0
2012-08-24,1670.0
2012-08-25,1823.0
2012-08-26,1893.0
2012-08-27,1435.0
2012-08-28,1515.0
2012-08-29,1266.0
2012-08-30,1419.0
2012-08-31,1874.0
2012-09-01,2110.0
2012-09-02,1847.0
2012-09-03,1915.0
2012-09-04,1387.0
2012-09-05,1461.0
2012-09-06,1270.0
2012-09-07,1550.0
2012-09-08,1973.0
2012-09-09,1584.0
2012-09-10,1233.0
2012-09-11,1399.0
2012-09-12,1282.0
2012-09-13,1408.0
2012-09-14,1875.0
2012-09-15,2380.0
2012-09-16,1832.0
2012-09-17,1392.0
2012-09-18,1444.0
2012-09-19,1367.0
2012-09-20,1405.0
2012-09-21,1718.0
2012-09-22,2186.0
2012-09-23,1864.0
2012-09-24,1386.0
2012-09-25,1275.0
2012-09-26,1246.0
2012-09-27,1328.0
2012-09-28,1725.0
2012-09-29,2087.0
2012-09-30,1695.0
2012-10-01,1311.0
2012-10-02,1389.0
2012-10-03,1278.0
2012-10-04,1363.0
2012-10-05,1542.0
2012-10-06,1846.0
2012-10-07,1494.0
2012-10-08,1178.0
2012-10-09,1199.0
2012-10-10,1204.0
2012-10-11,1328.0
2012-10-12,1549.0
2012-10-13,1829.0
2012-10-14,1346.0
2012-10-15,1020.0
2012-10-16,1065.0
2012-10-17,945.0
2012-10-18,833.0
2012-10-19,1126.0
2012-10-20,1175.0
2012-10-21,765.0
2012-10-22,546.0
2012-10-23,640.0
2012-10-24,566.0
2012-10-25,280.0
2012-10-26,3309.0
2012-10-27,3520.0
2012-10-28,2681.0
2012-10-29,1993.0
2012-10-30,1759.0
2012-10-31,1919.0
2012-11-01,2336.0
2012-11-02,2794.0
2012-11-03,3579.0
2012-11-04,2781.0
2012-11-05,1829.0
2012-11-06,1786.0
2012-11-07,1736.0
2012-11-08,2080.0
2012-11-09,2566.0
2012-11-10,3421.0
2012-11-11,3245.0
2012-11-12,2098.0
2012-11-13,1775.0
2012-11-14,1933.0
2012-11-15,2142.0
2012-11-16,2396.0
2012-11-17,3328.0
2012-11-18,2502.0
2012-11-19,1807.0
2012-11-20,1930.0
2012-11-21,2377.0
2012-11-22,1208.0
2012-11-23,1827.0
2012-11-24,2574.0
2012-11-25,2569.0
2012-11-26,1730.0
2012-11-27,1713.0
2012-11-28,1710.0
2012-11-29,1916.0
2012-11-30,2231.0
2012-12-01,3137.0
2012-12-02,2838.0
2012-12-03,2356.0
